doc_id,career_id,stage_id,area_id,text
bi_descriptive_statistics,business_intelligence_analyst,stage_1_bi_foundation,bi_statistics_excel,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 1 - Nền tảng dữ liệu và kinh doanh
Lĩnh vực: Thống kê và Excel
Mục: 
Mô tả: Trung bình, trung vị, phương sai, phân phối dữ liệu.
Tags: 
Kỳ khuyến nghị: [1, 2]"
bi_excel_basics,business_intelligence_analyst,stage_1_bi_foundation,bi_statistics_excel,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 1 - Nền tảng dữ liệu và kinh doanh
Lĩnh vực: Thống kê và Excel
Mục: 
Mô tả: Formula, bảng pivot, chart cơ bản, filter và sort.
Tags: 
Kỳ khuyến nghị: [1, 2]"
bi_kpi_basics,business_intelligence_analyst,stage_1_bi_foundation,bi_business_context,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 1 - Nền tảng dữ liệu và kinh doanh
Lĩnh vực: Ngữ cảnh kinh doanh
Mục: 
Mô tả: Doanh thu, lợi nhuận, churn, conversion rate ở mức nền tảng.
Tags: 
Kỳ khuyến nghị: [1, 2]"
bi_sql_intermediate,business_intelligence_analyst,stage_2_bi_core,bi_sql_data_modeling,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 2 - SQL, mô hình dữ liệu và BI tools
Lĩnh vực: SQL và thiết kế dữ liệu cho báo cáo
Mục: 
Mô tả: JOIN phức tạp, group, window function cơ bản.
Tags: 
Kỳ khuyến nghị: [3, 4]"
bi_reporting_modeling,business_intelligence_analyst,stage_2_bi_core,bi_sql_data_modeling,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 2 - SQL, mô hình dữ liệu và BI tools
Lĩnh vực: SQL và thiết kế dữ liệu cho báo cáo
Mục: 
Mô tả: Star schema, fact và dimension, grain của fact.
Tags: 
Kỳ khuyến nghị: [3, 4]"
bi_powerbi_tableau_basics,business_intelligence_analyst,stage_2_bi_core,bi_tools_core,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 2 - SQL, mô hình dữ liệu và BI tools
Lĩnh vực: Công cụ Business Intelligence
Mục: 
Mô tả: Kết nối nguồn dữ liệu, xây dựng dashboard đơn giản, filter và drill down.
Tags: 
Kỳ khuyến nghị: [3, 4]"
bi_visualization_principles,business_intelligence_analyst,stage_3_bi_advanced,bi_dashboard_design,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 3 - Dashboard nâng cao và storytelling
Lĩnh vực: Thiết kế dashboard
Mục: 
Mô tả: Chọn loại biểu đồ, màu sắc, layout để tránh đánh lừa người xem.
Tags: 
Kỳ khuyến nghị: [5, 6]"
bi_data_storytelling,business_intelligence_analyst,stage_3_bi_advanced,bi_storytelling_automation,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 3 - Dashboard nâng cao và storytelling
Lĩnh vực: Storytelling và automation
Mục: 
Mô tả: Cấu trúc câu chuyện, highlight insight và khuyến nghị hành động.
Tags: 
Kỳ khuyến nghị: [5, 6]"
bi_reporting_automation,business_intelligence_analyst,stage_3_bi_advanced,bi_storytelling_automation,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 3 - Dashboard nâng cao và storytelling
Lĩnh vực: Storytelling và automation
Mục: 
Mô tả: Lên lịch refresh dữ liệu, subscription report, cảnh báo qua email.
Tags: 
Kỳ khuyến nghị: [5, 6]"
bi_capstone_project,business_intelligence_analyst,stage_4_bi_career,bi_capstone_area,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 4 - Domain chuyên sâu và phỏng vấn BI
Lĩnh vực: Dự án BI capstone
Mục: 
Mô tả: Thiết kế mô hình dữ liệu, viết SQL và xây dựng dashboard cho một bài toán kinh doanh (ví dụ: bán lẻ, thương mại điện tử).
Tags: 
Kỳ khuyến nghị: [7, 8]"
bi_interview_sql_case,business_intelligence_analyst,stage_4_bi_career,bi_career_preparation,"Nghề: Business Intelligence Analyst (business_intelligence_analyst)
Giai đoạn: Giai đoạn 4 - Domain chuyên sâu và phỏng vấn BI
Lĩnh vực: Chuẩn bị phỏng vấn BI Analyst
Mục: 
Mô tả: Luyện bài SQL thực tế, phân tích yêu cầu business và đề xuất KPI, dashboard.
Tags: 
Kỳ khuyến nghị: [7, 8]"
